candidate,office,district,party,county,votes
Robert H. “Rob” Smith,State Treasurer,,Democrat,Lafayette,1430
Gary Anderson,State Treasurer,,Democrat,Lamar,1071
Cindy Ayers Elliott,State Treasurer,,Democrat,Lamar,635
Robert H. “Rob” Smith,State Treasurer,,Democrat,Lamar,633
Gary Anderson,State Treasurer,,Democrat,Lauderdale,1530
Cindy Ayers Elliott,State Treasurer,,Democrat,Lauderdale,1018
Robert H. “Rob” Smith,State Treasurer,,Democrat,Lauderdale,775
Gary Anderson,State Treasurer,,Democrat,Lawrence,2320
Cindy Ayers Elliott,State Treasurer,,Democrat,Lawrence,1230
Robert H. “Rob” Smith,State Treasurer,,Democrat,Lawrence,1873
Gary Anderson,State Treasurer,,Democrat,Leake,1719
Cindy Ayers Elliott,State Treasurer,,Democrat,Leake,875
Robert H. “Rob” Smith,State Treasurer,,Democrat,Leake,1976
Gary Anderson,State Treasurer,,Democrat,Lee,4347
Cindy Ayers Elliott,State Treasurer,,Democrat,Lee,3989
Robert H. “Rob” Smith,State Treasurer,,Democrat,Lee,4578
Gary Anderson,State Treasurer,,Democrat,Leflore,1839
Cindy Ayers Elliott,State Treasurer,,Democrat,Leflore,528
Robert H. “Rob” Smith,State Treasurer,,Democrat,Leflore,596
Gary Anderson,State Treasurer,,Democrat,Lincoln,3550
Cindy Ayers Elliott,State Treasurer,,Democrat,Lincoln,2055
Robert H. “Rob” Smith,State Treasurer,,Democrat,Lincoln,3984
Gary Anderson,State Treasurer,,Democrat,Lowndes,1988
Cindy Ayers Elliott,State Treasurer,,Democrat,Lowndes,1757
Robert H. “Rob” Smith,State Treasurer,,Democrat,Lowndes,2370
Gary Anderson,State Treasurer,,Democrat,Madison,2782
Cindy Ayers Elliott,State Treasurer,,Democrat,Madison,1556
Robert H. “Rob” Smith,State Treasurer,,Democrat,Madison,1764
Gary Anderson,State Treasurer,,Democrat,Marion,3921
Cindy Ayers Elliott,State Treasurer,,Democrat,Marion,1454
Robert H. “Rob” Smith,State Treasurer,,Democrat,Marion,2397
Gary Anderson,State Treasurer,,Democrat,Marshall,4751
Cindy Ayers Elliott,State Treasurer,,Democrat,Marshall,1952
Robert H. “Rob” Smith,State Treasurer,,Democrat,Marshall,1547
Gary Anderson,State Treasurer,,Democrat,Monroe,3395
Cindy Ayers Elliott,State Treasurer,,Democrat,Monroe,3559
Robert H. “Rob” Smith,State Treasurer,,Democrat,Monroe,4715
Gary Anderson,State Treasurer,,Democrat,Montgomery,1304
Cindy Ayers Elliott,State Treasurer,,Democrat,Montgomery,566
Robert H. “Rob” Smith,State Treasurer,,Democrat,Montgomery,872
Gary Anderson,State Treasurer,,Democrat,Neshoba,2516
Cindy Ayers Elliott,State Treasurer,,Democrat,Neshoba,1540
Robert H. “Rob” Smith,State Treasurer,,Democrat,Neshoba,2375
Gary Anderson,State Treasurer,,Democrat,Newton,2006
Cindy Ayers Elliott,State Treasurer,,Democrat,Newton,845
Robert H. “Rob” Smith,State Treasurer,,Democrat,Newton,1794
Gary Anderson,State Treasurer,,Democrat,Noxubee,2022
Cindy Ayers Elliott,State Treasurer,,Democrat,Noxubee,1046
Robert H. “Rob” Smith,State Treasurer,,Democrat,Noxubee,1359
Gary Anderson,State Treasurer,,Democrat,Oktibbeha,1419
Cindy Ayers Elliott,State Treasurer,,Democrat,Oktibbeha,1374
Robert H. “Rob” Smith,State Treasurer,,Democrat,Oktibbeha,2521
Gary Anderson,State Treasurer,,Democrat,Panola,3869
Cindy Ayers Elliott,State Treasurer,,Democrat,Panola,1783
Robert H. “Rob” Smith,State Treasurer,,Democrat,Panola,2122
Gary Anderson,State Treasurer,,Democrat,Pearl River,1462
Cindy Ayers Elliott,State Treasurer,,Democrat,Pearl River,1066
Robert H. “Rob” Smith,State Treasurer,,Democrat,Pearl River,1552
Gary Anderson,State Treasurer,,Democrat,Perry,1517
Cindy Ayers Elliott,State Treasurer,,Democrat,Perry,906
Robert H. “Rob” Smith,State Treasurer,,Democrat,Perry,1340
Gary Anderson,State Treasurer,,Democrat,Pike,4158
Cindy Ayers Elliott,State Treasurer,,Democrat,Pike,3195
Robert H. “Rob” Smith,State Treasurer,,Democrat,Pike,3032
Gary Anderson,State Treasurer,,Democrat,Pontotoc,2504
Cindy Ayers Elliott,State Treasurer,,Democrat,Pontotoc,2128
Robert H. “Rob” Smith,State Treasurer,,Democrat,Pontotoc,3340
Gary Anderson,State Treasurer,,Democrat,Prentiss,2061
Cindy Ayers Elliott,State Treasurer,,Democrat,Prentiss,2059
Robert H. “Rob” Smith,State Treasurer,,Democrat,Prentiss,3525
Gary Anderson,State Treasurer,,Democrat,Quitman,1314
Cindy Ayers Elliott,State Treasurer,,Democrat,Quitman,1247
Robert H. “Rob” Smith,State Treasurer,,Democrat,Quitman,1343
Gary Anderson,State Treasurer,,Democrat,Rankin,1514
Cindy Ayers Elliott,State Treasurer,,Democrat,Rankin,922
Robert H. “Rob” Smith,State Treasurer,,Democrat,Rankin,1619
Gary Anderson,State Treasurer,,Democrat,Scott,3134
Cindy Ayers Elliott,State Treasurer,,Democrat,Scott,1373
Robert H. “Rob” Smith,State Treasurer,,Democrat,Scott,2956
Gary Anderson,State Treasurer,,Democrat,Sharkey,747
Cindy Ayers Elliott,State Treasurer,,Democrat,Sharkey,487
Robert H. “Rob” Smith,State Treasurer,,Democrat,Sharkey,657
Gary Anderson,State Treasurer,,Democrat,Simpson,1160
Cindy Ayers Elliott,State Treasurer,,Democrat,Simpson,829
Robert H. “Rob” Smith,State Treasurer,,Democrat,Simpson,3813
Gary Anderson,State Treasurer,,Democrat,Smith,2112
Cindy Ayers Elliott,State Treasurer,,Democrat,Smith,873
Robert H. “Rob” Smith,State Treasurer,,Democrat,Smith,3123
Gary Anderson,State Treasurer,,Democrat,Stone,1645
Cindy Ayers Elliott,State Treasurer,,Democrat,Stone,846
Robert H. “Rob” Smith,State Treasurer,,Democrat,Stone,1483
Gary Anderson,State Treasurer,,Democrat,Sunflower,2971
Cindy Ayers Elliott,State Treasurer,,Democrat,Sunflower,1682
Robert H. “Rob” Smith,State Treasurer,,Democrat,Sunflower,1891
Gary Anderson,State Treasurer,,Democrat,Tallahatchie,1938
Cindy Ayers Elliott,State Treasurer,,Democrat,Tallahatchie,1854
Robert H. “Rob” Smith,State Treasurer,,Democrat,Tallahatchie,1588
Gary Anderson,State Treasurer,,Democrat,Tate,1604
Cindy Ayers Elliott,State Treasurer,,Democrat,Tate,1420
Robert H. “Rob” Smith,State Treasurer,,Democrat,Tate,1495
Gary Anderson,State Treasurer,,Democrat,Tippah,2565
Cindy Ayers Elliott,State Treasurer,,Democrat,Tippah,2314
Robert H. “Rob” Smith,State Treasurer,,Democrat,Tippah,2895
Gary Anderson,State Treasurer,,Democrat,Tishomingo,1943
Cindy Ayers Elliott,State Treasurer,,Democrat,Tishomingo,2368
Robert H. “Rob” Smith,State Treasurer,,Democrat,Tishomingo,2326
Gary Anderson,State Treasurer,,Democrat,Tunica,864
Cindy Ayers Elliott,State Treasurer,,Democrat,Tunica,589
Robert H. “Rob” Smith,State Treasurer,,Democrat,Tunica,727
Gary Anderson,State Treasurer,,Democrat,Union,2533
Cindy Ayers Elliott,State Treasurer,,Democrat,Union,2052
Robert H. “Rob” Smith,State Treasurer,,Democrat,Union,2962
Gary Anderson,State Treasurer,,Democrat,Walthall,2158
Cindy Ayers Elliott,State Treasurer,,Democrat,Walthall,1279
Robert H. “Rob” Smith,State Treasurer,,Democrat,Walthall,1815
Gary Anderson,State Treasurer,,Democrat,Warren,2629
Cindy Ayers Elliott,State Treasurer,,Democrat,Warren,1076
Robert H. “Rob” Smith,State Treasurer,,Democrat,Warren,1182
Gary Anderson,State Treasurer,,Democrat,Washington,3882
Cindy Ayers Elliott,State Treasurer,,Democrat,Washington,2733
Robert H. “Rob” Smith,State Treasurer,,Democrat,Washington,2430
Gary Anderson,State Treasurer,,Democrat,Wayne,3224
Cindy Ayers Elliott,State Treasurer,,Democrat,Wayne,1583
Robert H. “Rob” Smith,State Treasurer,,Democrat,Wayne,2767
Gary Anderson,State Treasurer,,Democrat,Webster,998
Cindy Ayers Elliott,State Treasurer,,Democrat,Webster,686
Robert H. “Rob” Smith,State Treasurer,,Democrat,Webster,2152
Gary Anderson,State Treasurer,,Democrat,Wilkinson,1515
Cindy Ayers Elliott,State Treasurer,,Democrat,Wilkinson,975
Robert H. “Rob” Smith,State Treasurer,,Democrat,Wilkinson,1078
Gary Anderson,State Treasurer,,Democrat,Winston,2372
Cindy Ayers Elliott,State Treasurer,,Democrat,Winston,1818
Robert H. “Rob” Smith,State Treasurer,,Democrat,Winston,3043
Gary Anderson,State Treasurer,,Democrat,Yalobusha,2017
Cindy Ayers Elliott,State Treasurer,,Democrat,Yalobusha,1296
Robert H. “Rob” Smith,State Treasurer,,Democrat,Yalobusha,1884
Gary Anderson,State Treasurer,,Democrat,Yazoo,1454
Cindy Ayers Elliott,State Treasurer,,Democrat,Yazoo,708
Robert H. “Rob” Smith,State Treasurer,,Democrat,Yazoo,1441
Cindy Ayers Elliott,State Treasurer,,Democrat,,121468
Gary Anderson,State Treasurer,,Democrat,,197320
Robert H. “Rob” Smith,State Treasurer,,Democrat,,173866
